CNJ,CNJYear,NATURE,SUBJECT,IsCriminal,JusticeSegmentVerifier,NatureVerifier,NatureVerifier2,SubjectVerifier,IsCriminalVerifier
0000125-54.2019.5.09.0671,2019,Agravo de Instrumento em Recurso Ordinário,"Verbas Rescisórias, Acordo e Convenção Coletivos de Trabalho, Adicional de Produtividade, Assistência Judiciária Gratuita, Correção Monetária, Honorários na Justiça do Trabalho, Horas Extras, Intervalo Interjornadas, Multa Prevista em Norma Coletiva, Multa do Artigo 467 da CLT, Multa do Artigo 477 da CLT, Tomador de Serviços / Terceirização",FALSE,no,ok,no,no,false
0000478-07.2014.4.03.6302,2014,1 (CNJ 436) - PROCEDIMENTO DO JUIZADO ESPECIAL CÍVEL,"010801 - FGTS/FUNDO DE GARANTIA POR TEMPO DE SERVIÇO - ENTIDADES ADMINISTRATIVAS/ADMINISTRAÇÃO PÚBLICA, 10159 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO - ORGANIZAÇÃO POLÍTICO-ADMINISTRATIVA / ADMINISTRAÇÃO PÚBLICA - FGTS/FUNDO DE GARANTIA POR TEMPO DE SERVIÇO - ATUALIZAÇÃO DE CONTA, 173 - ATUALIZAÇÃO DE CONTA",FALSE,ok,no,no,no,false
1002450-74.2021.8.26.0320,2021,Retificação de Registro de Imóvel,Por Terceiro Prejudicado,FALSE,ok,ok,no,no,false
0195858-70.2013.8.06.0001,2013,Inventário,Sucessões - Inventário e Partilha,FALSE,ok,ok,no,no,false
0001102-32.2012.5.09.0658,2012,RO,,FALSE,no,ok,no,vazio,false
5389184-08.2013.8.09.0006,2013,PROCESSO CÍVEL E DO TRABALHO -> Processo de Execução -> Execução Fiscal,DIREITO TRIBUTÁRIO -> Impostos -> IPTU/ Imposto Predial e Territorial Urbano - CF 1988; CTN; Sum 589 STF; Sum 668 STF; Sum 724 STF; Sum 166 STJ.,FALSE,ok,no,no,no,false
0002335-22.2010.8.26.0590,2010,Despejo por Falta de Pagamento,,FALSE,ok,ok,no,vazio,false
0005502-34.2022.8.16.0031,2022,- Execução de Título Extrajudicial,Cédula de Crédito Bancário,FALSE,ok,ok,no,no,false
0000941-60.2010.5.15.0032,2010,AP - Agravo de Petição,RTOrd - Ação Trabalhista - Rito Ordinário,FALSE,no,ok,no,no,false
0005716-33.2013.8.16.0001,2013,- Procedimento Sumário,10467 - Despesas Condominiais,FALSE,ok,ok,no,no,false
0016409-95.2018.8.16.0035,2018,- Carta Precatória Cível,4701 - Ato / Negócio Jurídico,FALSE,ok,no,no,no,false
5000714-48.2020.8.13.0352,2020,[CÍVEL] CARTA PRECATÓRIA CÍVEL,DIREITO PROCESSUAL CIVIL E DO TRABALHO / Objetos de cartas precatórias/de ordem / Citaçã,FALSE,ok,no,no,no,false
5006916-08.2019.8.13.0245,2019,[CÍVEL] CARTA PRECATÓRIA CÍVEL (261),Citação (11783),FALSE,ok,no,no,no,false
1028078-55.2019.4.01.0000,2019,AGRAVO DE INSTRUMENTO (202),Seguro (4847),FALSE,ok,ok,no,no,false
0000709-67.2010.8.26.0363,2010,AGRAVO EM RECURSO ESPECIAL,DIREITO CIVIL,FALSE,ok,ok,no,no,false
0001310-52.2013.8.08.0013,2013,Juizado Especial Civel,Cumprimento de sentença,FALSE,ok,no,no,no,false
0016514-41.2018.8.26.0602,2018,Cumprimento de Sentença,Obrigação de Fazer / Não Fazer,FALSE,ok,ok,no,no,false
0011864-69.2018.5.15.0096,2018,Recurso Ordinário Trabalhista,Adicional de Horas Extras,FALSE,no,ok,no,no,false
0045840-73.1996.5.01.0243,1996,Agravo de Instrumento em Recurso de Revista,,FALSE,no,ok,no,vazio,false
0600794-78.2020.6.09.0141,2020,PRESTAÇÃO DE CONTAS ELEITORAIS,DIREITO ELEITORAL (11428) - Eleições (11583) - Cargos (11628) - Cargo - Vereador (11638 DIREITO ELEITORAL (11428) - Eleições (11583) - Prestação de Contas (12045) - Prestação de Contas - De Candidato (12046,FALSE,no,ok,no,no,false
0053140-85.2007.5.24.0041,2007,Agravo de Instrumento em Recurso de Revista,,FALSE,no,ok,no,vazio,false
0300801-89.2016.8.24.0080,2016,Monitória,"Compra e venda, Espécies de contratos, Obrigações, DIREITO CIVIL",FALSE,ok,ok,no,no,false
0015900-56.1994.5.15.0045,1994,AP - Agravo de Petição,,FALSE,no,ok,no,vazio,false
5299408-56.2021.8.09.0025,2021,- PROCESSO CÍVEL E DO TRABALHO -> Processo de Conhecimento -> Procedimento de Conhecimento -> Procedimento do Juizado Especial Cível,10467 - DIREITO CIVIL -> Coisas -> Propriedade -> Condomínio em Edifício -> Despesas Condominiais,FALSE,ok,no,no,no,false
0002666-35.2012.5.02.0466,2012,AIRR,AÇÃO TRABALHISTA (ORDINÁRIO),FALSE,no,ok,no,no,false
0010446-84.2018.8.26.0114,2018,Incidente de Desconsideração de Personalidade Jurídica,ASSUNTOS ANTIGOS DO SAJ - DECLARATÓRIA,FALSE,ok,ok,no,no,false
5002095-60.2021.8.24.0058,2021,Procedimento Comum Cível -  Fazenda Pública,,FALSE,ok,no,no,vazio,false
0007543-42.2012.8.21.0109,2012,processo de execução fiscal,execução fiscal da união,FALSE,ok,ok,no,no,false
0198851-29.2010.8.21.7000,2010,apelacao,alienacao fiduciaria,FALSE,ok,ok,no,no,false
5002286-50.2022.8.13.0261,2022,[CÍVEL] EXECUÇÃO DE TÍTULO EXTRAJUDICIAL,DIREITO CIVIL / OBRIGAÇÕES / ESPÉCIES DE TÍTULOS DE CRÉDITO / CHEQU,FALSE,ok,no,no,no,false
0009442-63.2020.8.16.0035,2020,Embargos à Execução,Alienação Fiduciária,FALSE,ok,ok,no,no,false
0004287-31.2017.8.26.0286,2017,Cumprimento de Sentença,"Indenização por Dano Moral, Indenização por Dano Material",FALSE,ok,ok,no,no,false
1000174-85.2019.8.26.0564,2019,Tutela Cautelar Antecedente,"Antecipação de Tutela / Tutela Específica, Indenização do Prejuízo",FALSE,ok,ok,no,no,false
8000557-63.2017.8.05.0154,2017,CARTA PRECATÓRIA CÍVEL,,FALSE,ok,no,no,vazio,false
0005304-61.2013.8.26.0248,2013,Despejo por Falta de Pagamento Cumulado Com Cobrança,Locação de Imóvel,FALSE,ok,ok,no,no,false
1000251-52.2021.8.26.0620,2021,Restauração de Autos,Indenização por Dano Moral,FALSE,ok,ok,no,no,false
1000666-43.2016.8.26.0286,2016,Reintegração / Manutenção de Posse,Arrendamento Mercantil,FALSE,ok,ok,no,no,false
1005070-32.2020.8.26.0405,2020,Alvará Judicial - Lei 6858/80,Levantamento de Valor,FALSE,ok,ok,no,no,false
5012784-33.2018.8.13.0105,2018,PROCEDIMENTO COMUM (7),DIREITO CIVIL - Responsabilidade Civil - Indenização por Dano Material - DIREITO CIVIL - Responsabilidade Civil - Indenização por Dano Moral,FALSE,ok,ok,no,no,false
0052637-33.2003.8.26.0224,2003,Mandado de Segurança Cível,,FALSE,ok,no,no,vazio,false
1889618-06.2014.8.13.0024,2014,Exibição,,FALSE,ok,ok,no,vazio,false
0027886-29.2009.8.26.0302,2009,Impugnação ao Cumprimento de Sentença,,FALSE,ok,ok,no,vazio,false
0002780-88.2011.8.11.0051,2011,Procedimento Ordinário,Ação de Rescisão de Contrato c/c Reparação de Danos Materiais e Danos Morais,FALSE,ok,ok,no,no,false
0005160-67.2013.8.04.0000,2013,RECURSO ESPECIAL,"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO, Servidor Público Civil, Reajustes de Remuneração Proventos ou Pensão, Servidor Público Civil, Sistema Remuneratório e Benefícios, Piso Salarial",FALSE,ok,ok,no,no,false
0005721-14.2017.8.26.0526,2017,Incidente de Desconsideração de Personalidade Jurídica,Seguro,FALSE,ok,ok,no,no,false
0061335-20.2017.8.21.7000,2017,agravo em rec. esp\extr,alienacao fiduciaria,FALSE,ok,ok,no,no,false
0013874-36.2022.8.19.0209,2022,Divórcio Litigioso,Casamento / Dissolução,FALSE,ok,ok,no,no,false
0004312-70.2003.8.26.0048,2003,Carta Precatória CívelCarta Precatória Cível,,FALSE,ok,no,no,vazio,false
0100343-78.2016.5.01.0005,2016,ROT,Indenização por Dano Moral,FALSE,no,ok,no,no,false
0100343-78.2016.5.01.0005,2016,ROT,Indenização por Dano Moral,FALSE,no,ok,no,no,false
0029125-62.2018.8.16.0001,2018,- Procedimento Comum,10441 - Acidente de Trânsito,FALSE,ok,ok,no,no,false
5001042-51.2014.8.24.0038,2014,CUMPRIMENTO DE SENTENÇA,"Honorários Advocatícios, Sucumbência, Partes e Procuradores, DIREITO PROCESSUAL CIVIL E DO TRABALHO",FALSE,ok,ok,no,no,false
0012589-73.2015.8.19.0008,2015,Carta Precatória - CPC,"Constrição, Penhora, Avaliação e Indisponibilidade de Bens",FALSE,ok,ok,no,no,false
0075599-85.2015.8.13.0452,2015,Reintegração / Manutenção de Posse,CIVIL > Coisas > Posse > Esbulho / Turbação / Ameaça,FALSE,ok,ok,no,no,false
0004037-37.2013.4.03.6130,2013,60 . CARTA PRECATORIA,CARTAS PRECATORIA/ROGATORIA/ORDEM - MERA CIENCIA  CITACAO E INTIMACAO,FALSE,ok,ok,no,no,false
0201115-10.2022.8.06.0115,2022,CUMPRIMENTO DE SENTENÇA DE OBRIGAÇÃO DE PRESTAR ALIMENTOS,Alimentos,FALSE,ok,ok,no,no,false
0001201-91.2016.8.17.2370,2016,BUSCA E APREENSÃO EM ALIENAÇÃO FIDUCIÁRIA,Alienação Fiduciária,FALSE,ok,ok,no,no,false
0221453-37.2009.8.26.0007,2009,Despejo por Falta de Pagamento,Locação de Imóvel,FALSE,ok,ok,no,no,false
5002888-89.2022.8.13.0342,2022,[CÍVEL] CARTA PRECATÓRIA CÍVEL,DIREITO PROCESSUAL CIVIL E DO TRABALHO / Objetos de cartas precatórias/de ordem / Citaçã,FALSE,ok,no,no,no,false
0001448-40.2009.4.01.3100,2009,- Procedimento Comum Cível,10303 - Adicional de Horas Extras,FALSE,ok,no,no,no,false
0008253-26.2002.4.01.3400,2002,172 - Embargos à Execução,10317 - Índice de 2886 Lei 86221993 e 86271993,FALSE,ok,ok,no,no,false
0101100-05.2014.8.19.0001,2014,Procedimento Sumário (CADASTRO OU CONVOLAÇÃO ATÉ 17.03.2016),"Acidente de Trânsito, Indenização Por Dano Material C, C Acidente de Trânsito, Indenização Por Dano Moral",FALSE,ok,ok,no,no,false
0006072-23.2006.8.26.0477,2006,Ação Civil Pública,Coisas,FALSE,ok,ok,no,no,false
1000300-82.2020.5.02.0447,2020,HTE,Acordo - Comissão de Conciliação Prévia,FALSE,no,ok,no,no,false
1000087-65.2017.5.02.0711,2017,ExProvAS,Adicional de Periculosidade,FALSE,no,ok,no,no,false
5106581-18.2019.4.02.5101,2019,MONITÓRIA,"Contratos Bancários, Espécies de contratos, Obrigações, DIREITO CIVIL",FALSE,ok,ok,no,no,false
1072498-62.2021.4.01.3400,2021,MANDADO DE SEGURANÇA (CÍVEL),DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,FALSE,ok,no,no,no,false
1043284-69.2020.4.01.3300,2020,MONITÓRIA,DIREITO CIVIL (899) - Obrigaões (7681) - Espécies de Contratos (9580) - Contratos Bancários (9607,FALSE,ok,ok,no,no,false
0030228-13.2021.4.03.6301,2021,CNJ 436) - PROCEDIMENTO DO JUIZADO ESPECIAL CÍVEL,010801 - FGTS/FUNDO DE GARANTIA POR TEMPO DE SERVIÇO - ENTIDADES ADMINISTRATIVAS/ADMINISTRAÇÃO PÚBLICA,FALSE,ok,no,no,no,false
0822276-41.2018.8.20.5106,2018,EXECUÇÃO DE TÍTULO EXTRAJUDICIAL (12154),Despesas Condominiais (10467),FALSE,ok,ok,no,no,false
0004514-43.2021.8.16.0000,2021,- Agravo de Instrumento,Indenização por Dano Material,FALSE,ok,ok,no,no,false
9001483-61.2019.8.21.0073,2019,procedimento do juizado especial cível,multas e demais sanções,FALSE,ok,no,no,no,false
5000150-74.2020.4.04.7200,2020,CARTA PRECATÓRIA,"Improbidade Administrativa, Atos Administrativos, DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO",FALSE,ok,ok,no,no,false
0025541-65.2010.8.21.0053,2010,processos de execução,execução de sentença,FALSE,ok,ok,no,no,false
0036500-28.2021.8.19.0001,2021,Habilitação de Crédito,Recuperação Judicial,FALSE,ok,ok,no,no,false
0035581-22.2019.8.21.9000,2019,recurso civel,reparacao de danos,FALSE,ok,no,no,no,false
0800413-96.2016.8.10.0023,2016,PROCEDIMENTO DO JUIZADO ESPECIAL CÍVEL (436),Anticrese (10495),FALSE,ok,no,no,no,false
0033954-76.2020.8.16.0014,2020,- Execução de Título Extrajudicial,4972 - Duplicata,FALSE,ok,ok,no,no,false
1053104-77.2016.8.26.0114,2016,Mandado de Segurança Cível,"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO, Garantias Constitucionais, Intervenção em Estado / Município",FALSE,ok,no,no,no,false
0024066-06.2020.5.24.0081,2020,Consignação em Pagamento,,FALSE,no,ok,no,vazio,false
1028327-02.2018.8.11.0041,2018,PETIÇÃO,DIREITO CIVIL / RESPONSABILIDADE CIVIL / INDENIZAÃO POR DANO MATERIAL / ACIDENTE DE TRÂNSIT,FALSE,ok,ok,no,no,false
1000116-54.2020.8.26.0368,2020,Despejo por Falta de Pagamento,Locação de Imóvel,FALSE,ok,ok,no,no,false
5637833-55.2019.8.09.0088,2019,PROCESSO CÍVEL E DO TRABALHO -> Outros Procedimentos -> Cartas -> Carta Precatória Cível,DIREITO PROCESSUAL CIVIL E DO TRABALHO -> Atos Processuais -> Citação - Finalidade - INTIMACAO,FALSE,ok,no,no,no,false
1003820-14.2017.8.26.0681,2017,Usucapião,Usucapião Ordinária - Registro de Imóveis,FALSE,ok,ok,no,no,false
0009742-57.2014.4.03.6105,2014,. CARTA PRECATORIA,CARTAS PRECATORIA/ROGATORIA/ORDEM - MERA CIENCIA INTIMACAO,FALSE,ok,ok,no,no,false
1105678-17.2019.8.26.0100,2019,Habilitação de Crédito,Classificação de créditos,FALSE,ok,ok,no,no,false
0003623-15.2017.8.11.0028,2017,Dissolução Parcial de Sociedade,"AÇÃO DE DISSOLUÇÃO PARCIAL DE SOCIEDADE, C/C PEDIDO DE TUTELA ANTECIPADA e APURAÇÃO DE HAVERES",FALSE,ok,ok,no,no,false
0047839-68.2021.8.16.0000,2021,- Agravo de Instrumento,9517 - Causas Supervenientes à Sentença,FALSE,ok,ok,no,no,false
0000669-63.2021.5.12.0000,2021,MSCiv,Adjudicação,FALSE,no,ok,no,no,false
0000669-63.2021.5.12.0000,2021,MSCiv,Adjudicação,FALSE,no,ok,no,no,false
0001309-11.2012.4.01.3900,2012,- Recurso Inominado Cível,10304 - Auxílio-Alimentação,FALSE,ok,no,no,no,false
6090640-13.2015.8.13.0024,2015,[CÍVEL] DESPEJO POR FALTA DE PAGAMENTO (93),Inadimplemento (7691),FALSE,ok,no,no,no,false
0014421-72.2018.8.21.9000,2018,recurso civel,procedimento juizado especial (fazenda),FALSE,ok,no,no,no,false
0002770-93.2017.8.26.0252,2017,Cumprimento de Sentença,Nota Promissória,FALSE,ok,ok,no,no,false
0005113-44.2005.8.21.0051,2005,juizado especial cível (jec),execução extrajudicial,FALSE,ok,no,no,no,false
0021067-30.2005.8.26.0007,2005,Reintegração / Manutenção de Posse,Posse,FALSE,ok,ok,no,no,false
0021067-30.2005.8.26.0007,2005,Reintegração / Manutenção de Posse,Posse,FALSE,ok,ok,no,no,false
0011070-54.2020.5.15.0136,2020,Embargos de Terceiro Cível,Penhora Online / BACEN JUD,FALSE,no,no,no,no,false
0011070-54.2020.5.15.0136,2020,Embargos de Terceiro Cível,Penhora Online / BACEN JUD,FALSE,no,no,no,no,false
0000663-92.2020.8.16.0141,2020,- Execução de Título Extrajudicial,4980 - Nota Promissória,FALSE,ok,ok,no,no,false
0057400-38.2002.5.15.0105,2002,RO - Recurso Ordinário,,FALSE,no,ok,no,vazio,false
1008564-76.2016.8.26.0361,2016,Usucapião,"Usucapião Extraordinária, Aquisição, Posse, Propriedade",FALSE,ok,ok,no,no,false
1049033-85.2019.8.26.0224,2019,Alvará Judicial - Lei /80,Levantamento de Valor,FALSE,ok,ok,no,no,false
5012581-47.2021.8.13.0079,2021,[CÍVEL] PROCEDIMENTO COMUM CÍVEL,DIREITO DO CONSUMIDOR (1156) - Responsabilidade do Fornecedor (6220) - Indenização por Dano Moral (7779 DIREITO DO CONSUMIDOR (1156) - Práticas Abusivas (11811 DIREITO DO CONSUMIDOR (1156) - Irregularidade no atendimento (11864,FALSE,ok,no,no,no,false
0003851-24.2016.4.01.3815,2016,436 - Procedimento do Juizado Especial Cível,6101 - AuxílioDoença Previdenciário,FALSE,ok,no,no,no,false
5105205-42.2020.4.02.9666,2020,Requisição de Pequeno Valor - JEF -  Requisições de Pagamento,,FALSE,ok,ok,no,vazio,false
0009299-45.2006.4.03.6119,2006,126 . MANDADO DE SEGURANCA CIVEL,APOSENTADORIA POR TEMPO DE SERVICO (ART.52/54) - BENEFICIOS EM ESPECIE - DIREITO PREVIDENCIARIO,FALSE,ok,no,no,no,false
0554365-88.2010.8.21.7000,2010,recurso especial,alienacao fiduciaria,FALSE,ok,ok,no,no,false
0800404-68.2019.8.15.2003,2019,Alimentos - Lei Especial Nº .478/68,Fixação (6239) - Fixação (6239),FALSE,ok,ok,no,no,false
5000761-60.2022.8.13.0446,2022,[CÍVEL] CARTA PRECATÓRIA CÍVEL,DIREITO PROCESSUAL CIVIL E DO TRABALHO / Objetos de cartas precatórias/de ordem / Diligência,FALSE,ok,no,no,no,false
9004227-39.2016.8.21.0039,2016,procedimento do juizado especial cível,inclusão indevida em cadastro de inadimplentes :: competência do juizado especial cível,FALSE,ok,no,no,no,false
1000926-40.2017.8.26.0366,2017,Despejo por Falta de Pagamento Cumulado Com Cobrança,Locação de Imóvel,FALSE,ok,ok,no,no,false
0700866-82.2015.8.02.0042,2015,Habilitação de Crédito,Classificação de créditos,FALSE,ok,ok,no,no,false
0000771-40.2007.8.25.0008,2007,Ação de Alimentos de Infância e Juventude,,FALSE,ok,ok,no,vazio,false
0142800-81.2001.5.15.0096,2001,ROPS - RECURSO ORDINÁRIO EM PROCEDIMENTO SUMARÍSSIMO,,FALSE,no,ok,no,vazio,false
5256359-47.2022.8.09.0051,2022,- PROCESSO CÍVEL E DO TRABALHO -> Processo de Execução -> Execução Fiscal,5952 - DIREITO TRIBUTÁRIO -> Impostos -> IPTU/ Imposto Predial e Territorial Urbano - CF 1988; CTN; Sum 589 STF; Sum 668 STF; Sum 724 STF; Sum 166 STJ.,FALSE,ok,no,no,no,false
5001998-22.2021.8.13.0687,2021,[CÍVEL] MONITÓRIA,DIREITO CIVIL / Obrigações / Espécies de Títulos de Crédito / Duplicat,FALSE,ok,no,no,no,false
5133718-69.2018.8.13.0024,2018,PROCEDIMENTO COMUM CÍVEL (7),Limitação de Juros (10586),FALSE,ok,no,no,no,false
1029575-07.2019.4.01.0000,2019,AGRAVO DE INSTRUMENTO (202),Equivalência salarial (4840),FALSE,ok,ok,no,no,false
5010938-54.2021.8.13.0079,2021,[CÍVEL] PROCEDIMENTO COMUM CÍVEL,DIREITO CIVIL (899) - Obrigações (7681) - Inadimplemento (7691 DIREITO CIVIL (899) - Responsabilidade Civil (10431) - Indenização por Dano Moral (10433 DIREITO DO CONSUMIDOR (1156) - Contratos de Consumo (7771) - Consórcio (7619,FALSE,ok,no,no,no,false
0015981-28.2018.8.16.0031,2018,- Pedido de Providências,11847 - Assistência Social,FALSE,ok,ok,no,no,false
0000741-41.2010.8.26.0341,2010,Apreensão e Depósito de Coisa Vendida com Reserva de Domínio,,FALSE,ok,ok,no,vazio,false
0000305-70.2019.5.07.0010,2019,Consignação em Pagamento,,FALSE,no,ok,no,vazio,false
1004848-14.2017.8.26.0100,2017,Recuperação Judicial,Recuperação judicial e Falência,FALSE,ok,ok,no,no,false
0009396-29.2009.8.26.0020,2009,Reintegração / Manutenção de Posse,Posse,FALSE,ok,ok,no,no,false
5001318-46.2021.8.13.0878,2021,[CÍVEL] AÇÃO DE EXIGIR CONTAS,DIREITO CIVIL / Sucessões / Administração de Heranç,FALSE,ok,no,no,no,false
0005115-30.2012.8.26.0083,2012,Monitória,Cheque,FALSE,ok,ok,no,no,false
0016332-53.2014.8.22.0005,2014,Apelação,,FALSE,ok,ok,no,vazio,false
5631112-36.2020.8.09.0029,2020,PROCESSO CÍVEL E DO TRABALHO -> Processo de Conhecimento -> Procedimento de Conhecimento -> Procedimentos Especiais -> Procedimentos Especiais de Jurisdição Contenciosa -> Ação de Exigir Contas,DIREITO PROCESSUAL CIVIL E DO TRABALHO -> Liquidação / Cumprimento / Execução -> Obrigação de Fazer / Não Fazer -,FALSE,ok,no,ok,no,false
8000117-65.2019.8.05.0035,2019,MONITóRIA,Nota Promissória,FALSE,ok,ok,no,no,false
0003409-11.2016.8.16.0031,2016,- Execução de Título Extrajudicial,4960 - Cédula de Crédito Bancário,FALSE,ok,ok,no,no,false
0300184-77.2017.8.24.0086,2017,EXECUÇÃO DE TÍTULO EXTRAJUDICIAL,"Espécies de contratos, Obrigações, DIREITO CIVIL",FALSE,ok,ok,no,no,false
5001265-40.2020.8.24.0055,2020,BUSCA E APREENSÃO EM ALIENAÇÃO FIDUCIÁRIA,"Contratos bancários, Espécies de contratos, Obrigações, DIREITO CIVIL",FALSE,ok,ok,no,no,false
0011561-31.2012.8.21.0037,2012,juizado especial cível (jec),reparação de danos,FALSE,ok,no,no,no,false
0100824-44.2014.8.20.0001,2014,Procedimento Sumário - Acidente de Trânsito,,FALSE,ok,ok,no,vazio,false
5000390-54.2019.8.24.0104,2019,PROCEDIMENTO DO JUIZADO ESPECIAL CÍVEL -  Juizado Especial Cível,"Indenização por dano moral, Indenização por dano moral, Responsabilidade civil, DIREITO CIVIL",FALSE,ok,no,no,no,false
5048549-39.2021.8.09.0051,2021,PROCESSO CÍVEL E DO TRABALHO -> Processo de Conhecimento -> Procedimento de Conhecimento -> Procedimento do Juizado Especial Cível,"DIREITO CIVIL -> Obrigações -> Espécies de Títulos de Crédito -> Nota Promissória - Decreto nº 2044/1908, arts. 54 a 57;",FALSE,ok,no,no,no,false
5005402-96.2018.4.04.7113,2018,CUMPRIMENTO DE SENTENÇA,"Multas e demais Sanções, Infração Administrativa, Atos Administrativos, DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO",FALSE,ok,ok,no,no,false
0800884-30.2019.8.10.0081,2019,CARTA PRECATÓRIA CÍVEL,DIREITO PROCESSUAL CIVIL E DO TRABALHO - Objetos de cartas precatrias/de ordem - Intimação,FALSE,ok,no,no,no,false
5031211-88.2020.8.13.0079,2020,[CÍVEL] BUSCA E APREENSÃO EM ALIENAÇÃO FIDUCIÁRIA,DIREITO CIVIL / Obrigações / Espécies de Contratos / Alienação Fiduciári,FALSE,ok,no,no,no,false
5000214-24.2021.8.24.0066,2021,Carta Precatória Cível -  Civil - Responsabilidade Civil,,FALSE,ok,no,no,vazio,false
1003799-75.2016.8.26.0292,2016,Alimentos - Lei Especial Nº 5.478/68,Exoneração,FALSE,ok,ok,no,no,false
0065900-70.2002.5.15.0048,2002,ROPS - RECURSO ORDINÁRIO EM PROCEDIMENTO SUMARÍSSIMO,,FALSE,no,ok,no,vazio,false
0002061-17.2014.8.07.0018,2014,EXECUÇÃO FISCAL (1116),"Taxa de Limpeza Pública (10534)
IPTU/ Imposto Predial e Territorial Urbano (5952)
Dívida Ativa (6017)",FALSE,ok,ok,no,no,false
0800623-68.2017.8.12.0020,2017,Requerimento de Apreensão de Veículo,Busca e Apreensão,FALSE,ok,ok,no,no,false
0005115-65.2020.8.16.0103,2020,- Execução Fiscal,6017 - Dívida Ativa,FALSE,ok,ok,no,no,false
0000224-10.2010.5.15.0077,2010,RO - Recurso Ordinário,,FALSE,no,ok,no,vazio,false
0000644-17.2020.8.08.0042,2020,Cível,Execução de Título Extrajudicial,FALSE,ok,no,no,no,false
0001033-31.2013.5.10.0013,2013,Consignação Em Pagamento,,FALSE,no,ok,no,vazio,false
0026773-37.2000.8.17.0001,2000,Cautelar Inominada,Multas e demais Sanções,FALSE,ok,ok,no,no,false
5012667-19.2020.8.13.0672,2020,[CÍVEL] BUSCA E APREENSÃO EM ALIENAÇÃO FIDUCIÁRIA,DIREITO CIVIL / OBRIGAÇÕES / ESPÉCIES DE CONTRATOS / ALIENAÇÃO FIDUCIÁRI,FALSE,ok,no,no,no,false
0011485-94.2017.5.18.0221,2017,CartPrecCiv,Atos executórios,FALSE,no,ok,no,ok,false
5009181-20.2020.8.13.0480,2020,[CÍVEL] EMBARGOS DE TERCEIRO CÍVEL,DIREITO CIVIL / Fatos Jurídicos / Ato / Negócio Jurídic,FALSE,ok,no,no,no,false
8000726-50.2017.8.05.0154,2017,CARTA PRECATÓRIA CÍVEL,,FALSE,ok,no,no,vazio,false
0020329-41.2021.8.16.0013,2021,- Execução Fiscal,6017 - Dívida Ativa,FALSE,ok,ok,no,no,false
5226207-46.2016.8.09.0012,2016,PROCESSO CÍVEL E DO TRABALHO -> Processo de Conhecimento -> Procedimento de Conhecimento -> Procedimento do Juizado Especial Cível,DIREITO CIVIL -> Responsabilidade Civil -> Indenização por Dano Moral - CF e Lei nº 10.406/02 (Código Civil) - - DIREITO DO CONSUMIDOR -> Responsabilidade do Fornecedor -> Indenização por Dano Moral -,FALSE,ok,no,no,no,false
1018373-62.2021.4.01.0000,2021,AGRAVO DE INSTRUMENTO,DIREITO PROCESSUAL CIVIL E DO TRABALHO (8826) - Partes e Procuradores (8842) - Sucumbncia (8874) - Honorários Advocatícios (10655 DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO (9985) - Militar (10324) - Regime (10325) - Ingresso e Concurso (10326,FALSE,ok,ok,no,no,false
